delka,zanry,zeme,rok,hodnoceni_procenta,hodnoceni_pocet
80,"Horor,Mysteriózní,Thriller",USA,1964,71,11
68,Muzikál,Velká Británie,1930,NaN,NaN
237,Komedie,Česko,2017,73,9 312
70,Válečný,USA,2018,NaN,2
78,Animovaný,USA,2016,NaN,1
80,Animovaný,Kanada,2016,21,27
NaN,Drama,USA,NaN,NaN,2
22,"Animovaný,Akční,Komedie",USA,2017,NaN,3
75,Drama,NaN,2015,NaN,NaN
14,"Horor,Thriller",Česko,2015,33,57
NaN,,NaN,NaN,NaN,NaN
90,Akční,NaN,2000,NaN,NaN
NaN,,USA,NaN,NaN,NaN
91,"Drama,Krimi",NaN,1998,NaN,NaN
77,"Komedie,Drama,Mysteriózní",NaN,2016,NaN,2
6,"Krátkometrážní,Thriller",Německo,2015,NaN,NaN
90,Drama,NaN,2002,72,314
NaN,,USA,NaN,NaN,2
45,Dokumentární,Německo,2016,NaN,NaN
90,"Akční,Sci-Fi,Thriller",USA,1994,22,205
25,Dokumentární,Rakousko,2014,NaN,NaN
NaN,Western,USA,NaN,NaN,NaN
50,Reality-TV,USA,2014,65,173
36,"Krátkometrážní,Horor,Mysteriózní",USA,2016,NaN,NaN
52,"Thriller,Krimi",NaN,2012,NaN,NaN
88,Drama,NaN,2014,NaN,NaN
5,"Krátkometrážní,Hudební",USA,2011,66,51
NaN,Dokumentární,NaN,NaN,NaN,NaN
NaN,Komedie,Francie,NaN,NaN,2
NaN,Dokumentární,USA,NaN,NaN,3
80,"Akční,Krimi,Thriller",NaN,1979,NaN,NaN
13,Dokumentární,NaN,2014,NaN,NaN
137,Drama,Velká Británie,2011,NaN,3
42,"Hudební,Krátkometrážní",USA,1987,52,23
93,Thriller,Japonsko,2012,NaN,2
NaN,"Krimi,Drama",Francie,NaN,NaN,NaN
85,Komedie,Španělsko,2017,NaN,1
NaN,Thriller,Španělsko,NaN,NaN,2
86,"Drama,Thriller",USA,1998,23,78
120,"Drama,Historický,Akční,Komedie",Japonsko,2017,62,65
NaN,"Krátkometrážní,Western,Drama",USA,NaN,NaN,NaN
24,"Animovaný,Dobrodružný,Rodinný",NaN,2006,NaN,NaN
45,"Drama,Krimi",NaN,2008,NaN,NaN
45,"Drama,Krimi",NaN,2009,NaN,NaN
45,"Drama,Krimi",NaN,2010,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
43,Dokumentární,Německo,2010,NaN,8
111,Horor,NaN,2014,NaN,NaN
NaN,Romantický,NaN,2016,NaN,NaN
8,"Krátkometrážní,Muzikál",USA,1937,NaN,NaN
7,"Krátkometrážní,Romantický,Drama",NaN,2003,NaN,NaN
37,"Krátkometrážní,Dokumentární",NaN,2002,NaN,NaN
95,Komedie,USA,2009,NaN,NaN
NaN,"Krátkometrážní,Western",USA,NaN,NaN,NaN
NaN,Western,USA,NaN,NaN,NaN
NaN,Mysteriózní,USA,NaN,NaN,NaN
35,"Dokumentární,Komedie",NaN,2012,NaN,NaN
70,"Dokumentární,Reality-TV",Německo,2013,NaN,1
NaN,"Drama,Romantický",USA,NaN,NaN,NaN
95,"Komedie,Drama",Francie,2016,NaN,4
107,Drama,NaN,1966,NaN,NaN
90,"Drama,Romantický",Německo,2016,NaN,8
90,Horor,USA,2007,NaN,NaN
78,"Dokumentární,Animovaný,Hudební",USA,2016,NaN,NaN
114,Komedie,USA,2018,NaN,NaN
25,Dokumentární,Německo,2012,NaN,NaN
121,"Akční,Drama,Thriller,Krimi",USA,1996,75,15 998
108,Drama,NaN,2015,NaN,NaN
90,"Dokumentární,Komedie,Drama,Hudební",USA,1990,NaN,1
25,Dokumentární,Německo,2016,NaN,NaN
6,"Krátkometrážní,Animovaný,Sci-Fi",Kanada,2016,NaN,NaN
56,Dokumentární,Velká Británie,2014,NaN,6
30,"Dokumentární,Zábavný",Německo,2016,NaN,1
44,"Drama,Horor,Sci-Fi,Thriller",USA,2012,90,523
71,"Animovaný,Akční,Komedie",USA,2016,59,14
28,"Krátkometrážní,Dokumentární,Sportovní",NaN,2007,NaN,NaN
11,"Animovaný,Rodinný",Francie,2016,NaN,NaN
11,"Animovaný,Rodinný",Francie,2016,NaN,NaN
24,"Animovaný,Komedie,Sportovní",Japonsko,2016,NaN,NaN
60,Dokumentární,Německo,2016,NaN,NaN
70,Publicistický,Česko,2016,23,12
122,"Dokumentární,Hudební",Velká Británie,2016,85,474
NaN,"Thriller,Psychologický",NaN,NaN,NaN,NaN
30,"Komedie,Romantický",USA,2018,NaN,5
NaN,Dokumentární,USA,NaN,NaN,3
76,"Drama,Horor,Thriller",USA,2016,43,71
43,"Drama,Krimi",USA,2017,NaN,9
79,Dokumentární,NaN,1997,NaN,1
21,Komedie,USA,2017,NaN,6
113,Horor,NaN,2017,54,202
30,Hudební,Rakousko,2013,NaN,NaN
7,"Krátkometrážní,Dokumentární",NaN,2008,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
35,"Hudební,Dokumentární",USA,1989,51,16
28,Dokumentární,Německo,2007,NaN,1
NaN,Dokumentární,NaN,NaN,NaN,1
828,"Akční,Dobrodružný,Komedie,Rodinný,Sci-Fi",Kanada,(2016–2018),75,13
112,"Komedie,Drama,Romantický",NaN,2016,NaN,1
49,"Komedie,Drama",USA,2017,82,114
NaN,,USA,NaN,NaN,NaN
60,"Sci-Fi,Katastrofický",Kanada,2016,NaN,5
70,Drama,NaN,1956,NaN,NaN
NaN,Historický,NaN,NaN,NaN,NaN
60,Komedie,Německo,2016,NaN,NaN
26,"Dokumentární,Historický,Animovaný",Francie,2017,NaN,1
54,"Drama,Krimi,Mysteriózní",Japonsko,2018,NaN,NaN
54,"Drama,Krimi,Mysteriózní",Japonsko,2020,NaN,NaN
81,"Drama,Romantický",USA,2007,54,10
48,"Komedie,Hudební",USA,1970,NaN,3
111,"Drama,Romantický",NaN,2017,NaN,1
100,"Film-Noir,Mysteriózní",USA,1941,78,2 875
32,Krátkometrážní,NaN,2008,NaN,NaN
NaN,Komedie,Francie,NaN,NaN,NaN
NaN,Drama,USA,NaN,NaN,NaN
63,Drama,USA,1942,NaN,2
99,"Drama,Romantický",Kanada,1997,NaN,9
100,Drama,USA,2017,NaN,2
1,Krátkometrážní,NaN,1996,NaN,NaN
11,Krátkometrážní,USA,2015,NaN,NaN
80,Dokumentární,Německo,2016,79,199
92,"Drama,Romantický",NaN,1951,NaN,NaN
76,Drama,USA,2016,NaN,NaN
60,"Hudební,Dokumentární",USA,2002,NaN,5
96,Drama,USA,1993,NaN,3
93,Drama,NaN,2016,NaN,4
120,Komedie,NaN,1957,NaN,NaN
139,Drama,NaN,1941,NaN,NaN
93,Dokumentární,USA,2016,NaN,NaN
NaN,"Krátkometrážní,Western",USA,NaN,NaN,NaN
142,"Akční,Drama,Romantický",NaN,1992,NaN,NaN
66,"Drama,Romantický,Thriller",NaN,2016,NaN,9
36,"Komedie,Romantický",NaN,2016,NaN,3
63,"Komedie,Krimi",NaN,2016,NaN,2
90,Dokumentární,USA,2016,NaN,4
20,"Krátkometrážní,Krimi,Drama",USA,1917,NaN,NaN
38,Dokumentární,NaN,2016,60,38
25,Komedie,Německo,2011,NaN,NaN
69,"Komedie,Drama,Romantický",NaN,2016,NaN,NaN
40,Animovaný,NaN,2016,NaN,NaN
40,Drama,NaN,1961,NaN,NaN
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
90,"Krimi,Drama",NaN,1977,NaN,1
45,"Akční,Drama,Sci-Fi",Japonsko,2016,NaN,NaN
1,"Krátkometrážní,Experimentální,Dokumentární",Česko,2016,NaN,8
60,"Hudební,Dokumentární",USA,1968,NaN,5
25,"Komedie,Rodinný",Německo,2016,NaN,NaN
NaN,Drama,Japonsko,1992,NaN,NaN
43,Reality-TV,USA,2016,NaN,4
NaN,"Krátkometrážní,Western",USA,NaN,NaN,NaN
20,"Krátkometrážní,Komedie",USA,1920,NaN,NaN
NaN,,Francie,NaN,NaN,NaN
54,Dokumentární,NaN,1995,NaN,2
NaN,"Krátkometrážní,Akční",USA,NaN,NaN,NaN
NaN,"Krátkometrážní,Akční",USA,NaN,NaN,NaN
25,"Krátkometrážní,Krimi,Thriller",NaN,2016,NaN,1
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
60,"Drama,Romantický,Komedie",NaN,2016,NaN,3
90,Drama,Německo,2013,NaN,NaN
6,Experimentální,USA,1980,NaN,3
7,"Krátkometrážní,Dokumentární",Velká Británie,2016,NaN,NaN
NaN,"Krátkometrážní,Animovaný",NaN,NaN,NaN,NaN
94,"Fantasy,Horor,Thriller",USA,2013,NaN,NaN
22,"Horor,Sci-Fi",USA,2017,65,11
10,"Krátkometrážní,Experimentální",Velká Británie,2016,NaN,NaN
49,Dokumentární,Francie,2016,NaN,NaN
80,Horor,Japonsko,2011,NaN,NaN
62,Dokumentární,USA,2016,NaN,NaN
106,,Francie,2015,NaN,NaN
3,"Animovaný,Krátkometrážní,Komedie",Francie,2016,NaN,NaN
3,"Animovaný,Krátkometrážní,Komedie",Francie,2017,NaN,NaN
NaN,"Romantický,Komedie,Rodinný,Drama",NaN,2016,NaN,6
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
30,Drama,Japonsko,2012,NaN,NaN
45,Talk-show,NaN,2016,NaN,NaN
79,Dokumentární,Německo,2016,NaN,NaN
NaN,Krátkometrážní,NaN,NaN,NaN,NaN
50,Drama,USA,1917,NaN,NaN
10,"Krátkometrážní,Mysteriózní,Romantický",Česko,2007,NaN,3
144,Animovaný,Slovensko,(2016–2023),56,68
61,"Dokumentární,Hudební",Španělsko,2016,NaN,NaN
44,Drama,Kanada,2017,NaN,NaN
60,Rodinný,USA,1972,NaN,NaN
NaN,Drama,Velká Británie,NaN,NaN,NaN
60,"Talk-show,Komedie",Velká Británie,2016,NaN,2
88,Hudební,USA,2011,NaN,2
43,"Drama,Krimi,Komedie",Kanada,2016,64,16
80,Akční,Japonsko,1960,NaN,NaN
5,Krátkometrážní,Rakousko,2011,NaN,NaN
7,"Krátkometrážní,Animovaný",Velká Británie,2016,NaN,NaN
109,"Komedie,Drama,Rodinný",NaN,2016,NaN,NaN
NaN,Krátkometrážní,Francie,NaN,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
74,Drama,NaN,2016,NaN,NaN
44,Drama,Kanada,2018,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
5,"Krátkometrážní,Dokumentární",USA,2016,NaN,NaN
8,Krátkometrážní,USA,2016,NaN,NaN
60,"Krimi,Drama",NaN,2018,75,86
30,Komedie,Německo,2013,NaN,NaN
NaN,"Krátkometrážní,Drama,Western",USA,NaN,NaN,NaN
NaN,Krátkometrážní,Francie,NaN,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
3,"Krátkometrážní,Experimentální",NaN,2002,NaN,NaN
81,Drama,Japonsko,1966,NaN,NaN
93,"Drama,Romantický",Japonsko,2007,NaN,NaN
70,Rodinný,NaN,1929,NaN,1
NaN,"Sci-Fi,Loutkový",NaN,NaN,NaN,NaN
98,"Komedie,Romantický",USA,1995,77,2 544
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
43,"Dokumentární,Historický",Německo,2007,NaN,NaN
NaN,,Velká Británie,NaN,NaN,NaN
21,Komedie,USA,2017,NaN,1
42,"Akční,Thriller",NaN,2017,60,14
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
59,Dokumentární,Francie,2016,NaN,NaN
20,"Krátkometrážní,Komedie",USA,1926,NaN,NaN
105,"Drama,Fantasy,Mysteriózní",NaN,1978,NaN,NaN
21,Krátkometrážní,Česko,2016,NaN,NaN
30,Drama,Velká Británie,1961,NaN,NaN
240,,Itálie,1961,NaN,NaN
121,"Drama,Romantický,Válečný",NaN,2018,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
62,"Historický,Romantický,Drama",NaN,2017,NaN,8
5,"Krimi,Komedie",Německo,2010,NaN,NaN
1067,Romantický,NaN,2012,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
59,Drama,Japonsko,1963,NaN,NaN
15,"Rodinný,Loutkový",Německo,2007,NaN,NaN
4,Pohádka,Česko,2016,NaN,5
45,"Dokumentární,Historický",Německo,2005,NaN,NaN
NaN,Krátkometrážní,Francie,NaN,57,34
260,Dokumentární,Francie,2015,NaN,5
55,"Drama,Romantický",Česko,2017,59,63
55,"Drama,Romantický",Česko,2018,50,53
52,Dokumentární,Francie,2015,75,30
126,"Drama,Romantický",NaN,2016,NaN,NaN
119,"Drama,Historický",NaN,2017,NaN,NaN
122,Drama,NaN,2016,NaN,NaN
65,Dokumentární,NaN,2018,NaN,NaN
111,Mysteriózní,Japonsko,1983,NaN,NaN
81,"Komedie,Krimi",USA,2016,NaN,NaN
23,Komedie,USA,2017,68,33
44,"Drama,Hudební",USA,2018,NaN,NaN
44,"Drama,Hudební",USA,2019,NaN,NaN
45,Dokumentární,Německo,2005,NaN,NaN
43,"Akční,Krimi,Thriller",NaN,2016,NaN,NaN
43,"Akční,Krimi,Thriller",NaN,2017,NaN,NaN
45,"Akční,Krimi,Thriller",NaN,2017,NaN,NaN
20,"Krátkometrážní,Muzikál",USA,1933,NaN,NaN
30,Dokumentární,Německo,2014,NaN,NaN
30,Komedie,Německo,2016,NaN,NaN
11,"Krátkometrážní,Hudební",USA,2009,35,15
71,Dokumentární,NaN,2016,77,37
98,,Japonsko,1934,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
04,"Krátkometrážní,Hudební",USA,2008,42,12
30,Dokumentární,Rakousko,2014,NaN,NaN
48,"Krimi,Thriller",Česko,2018,55,101
45,"Krimi,Thriller",Česko,2019,56,106
102,"Krimi,Drama",USA,1997,NaN,2
85,Dokumentární,Francie,2016,80,11
110,,NaN,1980,NaN,9
24,"Animovaný,Fantasy",Japonsko,2017,81,33
24,"Animovaný,Fantasy",Japonsko,2020,NaN,7
57,"Krátkometrážní,Hudební",USA,2002,53,12
60,"Drama,Krimi,Thriller",NaN,2015,NaN,NaN
09,"Krátkometrážní,Hudební",USA,2010,NaN,9
179,"Pornografický,Sci-Fi,Akční",USA,2014,NaN,9
124,"Pornografický,Komedie,Sci-Fi",USA,2016,54,39
108,Drama,USA,2017,54,318
95,Drama,Polsko,2016,65,20
3,"Krátkometrážní,Hudební",USA,2014,55,12
46,"Krátkometrážní,Hudební",USA,2007,58,10
60,Horor,USA,1923,NaN,NaN
4,"Krátkometrážní,Hudební",NaN,2015,75,28
4,"Krátkometrážní,Hudební",Velká Británie,1979,77,40
30,Komedie,USA,2017,80,13
71,"Romantický,Komedie",NaN,2015,NaN,NaN
252,Drama,Kanada,2019,79,29
30,Krátkometrážní,Maďarsko,1995,NaN,NaN
75,"Drama,Romantický",NaN,1938,NaN,NaN
NaN,Krátkometrážní,Japonsko,NaN,NaN,NaN
42,"Komedie,Rodinný",Slovensko,2017,56,69
83,Dokumentární,USA,2015,90,14
40,Krimi,NaN,2015,NaN,NaN
87,Drama,USA,1998,NaN,NaN
NaN,,Maďarsko,NaN,NaN,NaN
NaN,,Maďarsko,NaN,NaN,NaN
101,Drama,USA,2017,69,318
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
NaN,Krátkometrážní,NaN,NaN,NaN,NaN
NaN,Drama,USA,NaN,NaN,NaN
26,"Komedie,Horor",USA,2017,73,194
92,"Akční,Komedie",Japonsko,1972,NaN,NaN
35,"Krátkometrážní,Hudební",USA,2008,30,10
83,"Dokumentární,Životopisný",NaN,2016,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
72,"Komedie,Horor,Thriller",Německo,1990,63,39
90,"Komedie,Krimi,Mysteriózní",Německo,2019,NaN,NaN
36,Krátkometrážní,USA,1971,NaN,1
NaN,Pornografický,USA,NaN,NaN,1
100,Komedie,NaN,2017,64,201
128,Drama,NaN,1997,NaN,NaN
69,Komedie,USA,2017,70,25
60,,Japonsko,1977,NaN,NaN
60,,Japonsko,1979,NaN,NaN
148,"Komedie,Drama",NaN,2015,NaN,NaN
42,"Dokumentární,Historický",USA,2018,NaN,3
NaN,Životopisný,Japonsko,NaN,NaN,NaN
26,"Rodinný,Dokumentární",NaN,2016,NaN,NaN
7,"Krátkometrážní,Komedie,Fantasy",NaN,2016,NaN,9
NaN,Dobrodružný,USA,NaN,NaN,1
94,"Komedie,Krimi,Muzikál",NaN,1960,NaN,NaN
118,Pornografický,USA,2014,NaN,2
NaN,"Romantický,Fantasy",NaN,2017,65,26
30,"Krátkometrážní,Dokumentární",NaN,2014,NaN,NaN
NaN,Drama,Kanada,NaN,NaN,NaN
22,Drama,Kanada,2016,NaN,NaN
21,Drama,Kanada,2017,NaN,NaN
21,Drama,Kanada,2019,NaN,NaN
21,Drama,Kanada,2019,NaN,NaN
14,Krátkometrážní,NaN,2016,NaN,NaN
NaN,Pornografický,Maďarsko,NaN,NaN,1
NaN,"Komedie,Drama",NaN,NaN,NaN,NaN
255,Drama,Japonsko,2013,NaN,3
4,"Krátkometrážní,Hudební",Česko,2016,NaN,4
60,Drama,Kanada,2017,NaN,4
4,"Krátkometrážní,Hudební",Rakousko,2015,NaN,3
78,"Komedie,Rodinný",NaN,2009,NaN,NaN
NaN,"Krátkometrážní,Dokumentární",NaN,NaN,NaN,NaN
69,Krimi,NaN,1967,NaN,NaN
50,Krimi,NaN,2019,NaN,NaN
55,Pornografický,USA,1990,NaN,2
NaN,Drama,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,NaN,NaN
NaN,Drama,USA,NaN,NaN,NaN
85,"Drama,Romantický",NaN,1954,NaN,NaN
93,"Muzikál,Komedie",NaN,1950,NaN,NaN
60,Dokumentární,NaN,2016,NaN,NaN
NaN,Drama,Japonsko,NaN,NaN,NaN
NaN,,USA,NaN,NaN,NaN
98,"Komedie,Muzikál",NaN,1950,NaN,NaN
NaN,"Drama,Komedie",NaN,NaN,NaN,NaN
60,"Mysteriózní,Krimi,Komedie",NaN,2017,NaN,NaN
30,"Komedie,Drama",USA,2018,NaN,6
34,"Komedie,Drama",USA,2021,NaN,2
NaN,Komedie,NaN,NaN,NaN,NaN
44,"Krimi,Mysteriózní,Thriller",NaN,2018,NaN,9
87,,NaN,1987,NaN,NaN
9,Krátkometrážní,Rakousko,2016,NaN,2
89,Komedie,Německo,2016,NaN,1
14,"Dokumentární,Krátkometrážní",NaN,1969,80,54
92,Dokumentární,Velká Británie,2017,NaN,4
34,"Krátkometrážní,Hudební",Velká Británie,2008,78,10
70,Horor,USA,2016,NaN,2
NaN,Drama,USA,NaN,NaN,NaN
NaN,"Komedie,Rodinný",NaN,NaN,NaN,NaN
NaN,,Itálie,NaN,NaN,1
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
32,"Komedie,Drama,Sportovní",USA,2017,73,112
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
95,"Krimi,Mysteriózní",Francie,1946,NaN,1
83,Dokumentární,USA,1975,NaN,NaN
15,Animovaný,Japonsko,2012,NaN,4
46,"Romantický,Komedie",NaN,2017,NaN,3
51,"Animovaný,Dobrodružný,Drama,Fantasy",NaN,2018,94,13
129,"Akční,Drama,Historický,Životopisný",NaN,2017,60,12
11,"Krátkometrážní,Dokumentární,Sportovní",NaN,2016,NaN,NaN
NaN,Válečný,NaN,NaN,NaN,NaN
NaN,"Krátkometrážní,Krimi",Velká Británie,NaN,NaN,NaN
NaN,"Krátkometrážní,Drama,Romantický",Velká Británie,NaN,NaN,NaN
54,"Drama,Mysteriózní,Thriller",NaN,2019,67,109
70,Drama,Německo,2017,NaN,1
85,"Komedie,Romantický",Německo,2017,NaN,NaN
65,"Sci-Fi,Horor",USA,1958,55,182
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
80,Drama,Japonsko,1949,NaN,NaN
29,Dokumentární,Německo,2010,NaN,1
NaN,,Japonsko,NaN,NaN,NaN
6,"Krátkometrážní,Komedie,Drama",Kanada,2017,NaN,NaN
31,,Japonsko,1954,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
NaN,Dokumentární,USA,NaN,NaN,NaN
13,"Krátkometrážní,Krimi,Mysteriózní",Rakousko,2016,NaN,NaN
6,"Krátkometrážní,Dokumentární",Rakousko,2016,NaN,NaN
NaN,"Krátkometrážní,Komedie,Romantický",USA,NaN,NaN,NaN
32,"Krátkometrážní,Dokumentární",USA,2017,NaN,NaN
74,Dokumentární,USA,2016,NaN,1
25,"Krátkometrážní,Dokumentární",NaN,2016,NaN,1
93,Krimi,Francie,2016,NaN,NaN
52,Dokumentární,Francie,2013,75,127
NaN,"Drama,Romantický",NaN,NaN,NaN,NaN
13,"Animovaný,Dobrodružný,Krátkometrážní",Česko,2017,82,48
8,"Krátkometrážní,Dokumentární",USA,2017,NaN,NaN
28,"Krátkometrážní,Rodinný",Španělsko,2015,NaN,NaN
22,Krátkometrážní,NaN,1998,NaN,4
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
101,Dokumentární,Velká Británie,2010,NaN,3
10,"Krátkometrážní,Hudební",Česko,2014,47,15
18,Thriller,USA,2017,NaN,4
42,Reality-TV,NaN,2016,NaN,NaN
95,Komedie,NaN,1962,NaN,NaN
80,"Drama,Romantický",Kanada,2017,NaN,5
78,Komedie,USA,2005,43,44
47,Drama,USA,2017,NaN,4
NaN,,Japonsko,NaN,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
NaN,"Drama,Romantický",NaN,NaN,NaN,1
65,Drama,Japonsko,2017,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
8,"Animovaný,Krátkometrážní",NaN,2014,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
9,"Komedie,Krátkometrážní",Česko,2016,34,10
43,Drama,USA,2019,84,193
43,Drama,USA,2020,78,147
43,Drama,USA,2021,55,136
90,Dokumentární,Velká Británie,2017,NaN,7
53,"Dokumentární,Historický",Francie,2015,NaN,NaN
86,,NaN,1965,NaN,5
26,Dokumentární,Francie,2016,NaN,1
26,Dokumentární,Francie,2017,NaN,2
26,Dokumentární,Francie,2017,NaN,NaN
26,Dokumentární,Francie,2017,NaN,NaN
74,Dokumentární,USA,2017,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
45,"Krimi,Akční",NaN,2010,NaN,NaN
45,"Krimi,Akční",NaN,2008,NaN,NaN
45,Talk-show,NaN,2003,NaN,NaN
72,"Dobrodružný,Drama,Válečný",NaN,1941,NaN,NaN
83,"Drama,Komedie,Psychologický",Česko,2019,64,1 770
82,Horor,Japonsko,1954,NaN,NaN
60,"Thriller,Krimi,Sci-Fi",NaN,2017,NaN,NaN
88,,NaN,1927,NaN,NaN
24,"Krátkometrážní,Akční,Horor",NaN,2016,NaN,2
80,"Dobrodružný,Thriller,Krimi",NaN,1963,NaN,NaN
26,"Dokumentární,Krátkometrážní",Česko,2015,61,24
74,Dokumentární,NaN,2016,NaN,8
92,,Kanada,1985,NaN,NaN
87,"Dokumentární,Hudební",USA,2017,NaN,NaN
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
9,"Krátkometrážní,Dokumentární",USA,2017,NaN,2
80,Akční,Japonsko,1960,NaN,NaN
131,"Romantický,Drama",NaN,2015,NaN,4
141,"Romantický,Drama",NaN,2016,NaN,3
80,Thriller,USA,2015,16,32
149,Drama,USA,1978,NaN,6
1276,"Historický,Romantický,Drama",NaN,2017,79,29
22,Komedie,USA,2018,NaN,4
65,"Komedie,Pornografický",USA,1971,NaN,2
112,"Drama,Sportovní",NaN,2017,NaN,1
22,"Krátkometrážní,Drama",NaN,2012,NaN,NaN
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
91,"Komedie,Horor",NaN,2013,NaN,1
71,"Komedie,Drama",Německo,2017,NaN,NaN
68,Dokumentární,USA,2013,NaN,NaN
38,"Krátkometrážní,Hudební",Česko,2016,72,38
288,"Animovaný,Akční,Fantasy,Sci-Fi",Japonsko,2017,54,34
NaN,Hudební,NaN,NaN,NaN,NaN
39,Drama,Maďarsko,1964,NaN,NaN
NaN,"Komedie,Drama",Japonsko,NaN,NaN,NaN
120,Drama,Japonsko,2013,NaN,NaN
93,Drama,Japonsko,2017,NaN,1
35,"Krátkometrážní,Drama",NaN,1966,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
35,"Krátkometrážní,Dokumentární",NaN,1982,NaN,NaN
NaN,Akční,NaN,NaN,NaN,NaN
29,"Rodinný,Fantasy",NaN,2018,NaN,1
28,"Rodinný,Fantasy",NaN,2020,NaN,1
97,Thriller,NaN,2017,NaN,NaN
NaN,"Krátkometrážní,Komedie",USA,NaN,NaN,NaN
5,"Krátkometrážní,Animovaný",USA,2016,NaN,NaN
NaN,Komedie,NaN,NaN,NaN,NaN
105,Komedie,NaN,1965,NaN,NaN
28,Krátkometrážní,NaN,2016,NaN,1
10,"Dokumentární,Krátkometrážní",Itálie,1958,NaN,1
NaN,Komedie,NaN,NaN,NaN,NaN
52,Dokumentární,Francie,2017,40,13
92,Krimi,Japonsko,1964,NaN,NaN
99,"Komedie,Romantický",Velká Británie,2017,NaN,NaN
NaN,Dokumentární,USA,NaN,NaN,2
168,"Akční,Animovaný,Sci-Fi,Komedie",Japonsko,2005,NaN,1
161,"Drama,Historický,Životopisný",NaN,2014,75,26
7,"Krátkometrážní,Dokumentární",USA,2015,NaN,NaN
11,"Animovaný,Komedie",USA,2017,NaN,7
30,"Krátkometrážní,Dokumentární",Polsko,2000,NaN,NaN
94,Dokumentární,USA,2017,NaN,1
86,Dokumentární,NaN,2017,NaN,9
70,"Drama,Thriller,Krimi",NaN,2017,NaN,NaN
25,"Animovaný,Fantasy",Japonsko,2003,NaN,NaN
92,"Komedie,Sci-Fi",USA,2017,NaN,2
89,"Komedie,Sci-Fi",USA,2017,NaN,1
3,"Krátkometrážní,Animovaný",USA,2014,NaN,NaN
142,Hudební,Francie,2014,NaN,NaN
21,"Animovaný,Akční,Komedie",USA,2018,NaN,7
3,"Krátkometrážní,Hudební,Animovaný",NaN,2015,NaN,7
80,Drama,NaN,1970,NaN,NaN
1504,Krimi,NaN,2011,NaN,NaN
47,Krimi,NaN,2009,NaN,NaN
NaN,Dokumentární,Kanada,NaN,NaN,NaN
59,"Thriller,Akční",NaN,2015,NaN,2
93,Drama,Francie,2017,NaN,NaN
90,"Komedie,Romantický",NaN,1973,NaN,NaN
90,"Komedie,Drama,Rodinný",NaN,1977,NaN,NaN
27,Komedie,USA,2016,NaN,NaN
59,"Drama,Mysteriózní,Romantický,Rodinný",NaN,2015,NaN,3
NaN,,Japonsko,NaN,NaN,NaN
94,"Krimi,Drama,Mysteriózní",Itálie,2015,NaN,NaN
60,"Krimi,Drama,Mysteriózní",Itálie,2018,NaN,NaN
3,Krátkometrážní,NaN,2015,NaN,1
50,"Komedie,Drama,Romantický",Maďarsko,2017,NaN,NaN
55,"Krimi,Drama",Česko,2017,65,183
56,Drama,Japonsko,1971,NaN,NaN
19,"Krátkometrážní,Dokumentární",NaN,2003,NaN,NaN
92,"Mysteriózní,Thriller",Itálie,1963,73,304
